Accession ID	Collection date	Submission date	Location
EPI_ISL_14908638	2021-05-28	2022-09-10	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_14908639	2021-05-28	2022-09-10	South America / Brazil / Sao Paulo / Itanhaem
EPI_ISL_14908640	2020-01-02	2022-09-10	South America / Brazil / Sao Paulo / Hortolandia
EPI_ISL_14908641	2020-01-18	2022-09-10	South America / Brazil / Sao Paulo / Mogi das Cruzes
EPI_ISL_14908642	2020-01-21	2022-09-10	South America / Brazil / Sao Paulo / Santa Cruz das Palmeiras
EPI_ISL_14908643	2020-01-15	2022-09-10	South America / Brazil / Sao Paulo / Pindamonhangaba
EPI_ISL_14908644	2020-01-21	2022-09-10	South America / Brazil / Sao Paulo / Cunha
EPI_ISL_14908645	2020-01-14	2022-09-10	South America / Brazil / Sao Paulo / Ourinhos
EPI_ISL_14908646	2020-01-28	2022-09-10	South America / Brazil / Sao Paulo / Osvaldo Cruz
EPI_ISL_14908647	2020-02-10	2022-09-10	South America / Brazil / Sao Paulo / Bastos
EPI_ISL_14908648	2020-02-08	2022-09-10	South America / Brazil / Sao Paulo / Moji Mirim
EPI_ISL_14908649	2020-02-17	2022-09-10	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_14908650	2020-02-14	2022-09-10	South America / Brazil / Sao Paulo / Conchal
EPI_ISL_14908651	2020-02-27	2022-09-10	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_14908652	2020-03-19	2022-09-10	South America / Brazil / Sao Paulo / Porto Feliz
EPI_ISL_14908653	2020-03-16	2022-09-10	South America / Brazil / Sao Paulo / Mogi Guacu
EPI_ISL_14908654	2020-02-04	2022-09-10	South America / Brazil / Sao Paulo / Lorena
EPI_ISL_14908655	2021-01-14	2022-09-10	South America / Brazil / Sao Paulo / Santos
EPI_ISL_14908656	2021-01-21	2022-09-10	South America / Brazil / Sao Paulo / Birigui
EPI_ISL_14908657	2021-02-04	2022-09-10	South America / Brazil / Sao Paulo / Barueri
EPI_ISL_14908658	2021-02-22	2022-09-10	South America / Brazil / Sao Paulo / Cubatao
EPI_ISL_14908659	2021-02-10	2022-09-10	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_14908660	2021-02-20	2022-09-10	South America / Brazil / Sao Paulo / Castilho
EPI_ISL_14908661	2021-03-18	2022-09-10	South America / Brazil / Sao Paulo / Ubatuba
EPI_ISL_14908662	2021-03-18	2022-09-10	South America / Brazil / Sao Paulo / Ubatuba
EPI_ISL_14908663	2021-03-02	2022-09-10	South America / Brazil / Sao Paulo / Andradina
EPI_ISL_14908664	2021-03-25	2022-09-10	South America / Brazil / Sao Paulo / Tiete
EPI_ISL_14908665	2021-04-02	2022-09-10	South America / Brazil / Sao Paulo / Ilhabela
EPI_ISL_14908666	2021-04-06	2022-09-10	South America / Brazil / Sao Paulo / Pirajui
EPI_ISL_14908667	2021-04-09	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908668	2021-04-07	2022-09-10	South America / Brazil / Sao Paulo / Bertioga
EPI_ISL_14908669	2021-03-25	2022-09-10	South America / Brazil / Sao Paulo / Arco-Iris
EPI_ISL_14908670	2021-04-13	2022-09-10	South America / Brazil / Sao Paulo / Tupa
EPI_ISL_14908671	2021-04-19	2022-09-10	South America / Brazil / Sao Paulo / Itabera
EPI_ISL_14908672	2021-05-06	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908673	2021-04-25	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908674	2021-04-30	2022-09-10	South America / Brazil / Sao Paulo / Rubiacea
EPI_ISL_14908675	2021-05-04	2022-09-10	South America / Brazil / Sao Paulo / Mirandopolis
EPI_ISL_14908676	2020-04-03	2022-09-10	South America / Brazil / Sao Paulo / Sao Pedro do Turvo
EPI_ISL_14908677	2021-05-07	2022-09-10	South America / Brazil / Sao Paulo / Praia Grande
EPI_ISL_14908678	2022-01-30	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908679	2022-02-05	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908680	2022-03-17	2022-09-10	South America / Brazil / Sao Paulo / Tremembe
EPI_ISL_14908681	2022-03-11	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908682	2022-03-14	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908683	2022-03-21	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908684	2022-03-26	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908685	2022-03-06	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908686	2022-03-25	2022-09-10	South America / Brazil / Sao Paulo / Dracena
EPI_ISL_14908687	2022-03-28	2022-09-10	South America / Brazil / Sao Paulo / Diadema
EPI_ISL_14908688	2022-04-13	2022-09-10	South America / Brazil / Sao Paulo / Dracena
EPI_ISL_14908689	2022-03-24	2022-09-10	South America / Brazil / Sao Paulo / Santa Rosa de Viterbo
EPI_ISL_14908690	2022-03-15	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908691	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Tremembe
EPI_ISL_14908692	2022-04-05	2022-09-10	South America / Brazil / Sao Paulo / Sao Sebastiao
EPI_ISL_14908693	2022-04-14	2022-09-10	South America / Brazil / Sao Paulo / Monte Castelo
EPI_ISL_14908694	2022-04-25	2022-09-10	South America / Brazil / Sao Paulo / Carapicuiba
EPI_ISL_14908695	2022-03-18	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908696	2022-04-02	2022-09-10	South America / Brazil / Sao Paulo / Guapiacu
EPI_ISL_14908697	2021-04-26	2022-09-10	South America / Brazil / Sao Paulo / Alambari
EPI_ISL_14908698	2020	2022-09-10	South America / Brazil / Sao Paulo / Paulinia
EPI_ISL_14908699	2021-06-01	2022-09-10	South America / Brazil / Sao Paulo / Aracatuba
EPI_ISL_14908700	2021-06-01	2022-09-10	South America / Brazil / Sao Paulo / Itirapina
EPI_ISL_14908701	2021-05-25	2022-09-10	South America / Brazil / Sao Paulo / Capao Bonito
EPI_ISL_14908702	2021-05-31	2022-09-10	South America / Brazil / Sao Paulo / Tupa
EPI_ISL_14908703	2021-05-26	2022-09-10	South America / Brazil / Sao Paulo / Capao Bonito
EPI_ISL_14908704	2020-01-22	2022-09-10	South America / Brazil / Sao Paulo / Sao Pedro
EPI_ISL_14908705	2020-02-09	2022-09-10	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_14908706	2021-01-20	2022-09-10	South America / Brazil / Sao Paulo / Santos
EPI_ISL_14908707	2021-02-18	2022-09-10	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_14908708	2021-02-21	2022-09-10	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_14908709	2021-03-15	2022-09-10	South America / Brazil / Sao Paulo / Sumare
EPI_ISL_14908710	2021-03-15	2022-09-10	South America / Brazil / Sao Paulo / Miracatu
EPI_ISL_14908711	2021-03-20	2022-09-10	South America / Brazil / Sao Paulo / Louveira
EPI_ISL_14908712	2021-03-26	2022-09-10	South America / Brazil / Sao Paulo / Nazare Paulista
EPI_ISL_14908713	2021-03-16	2022-09-10	South America / Brazil / Sao Paulo / Buritama
EPI_ISL_14908714	2021-03-24	2022-09-10	South America / Brazil / Sao Paulo / Tiete
EPI_ISL_14908715	2021-03-23	2022-09-10	South America / Brazil / Sao Paulo / Porto Feliz
EPI_ISL_14908716	2021-04-04	2022-09-10	South America / Brazil / Sao Paulo / Buri
EPI_ISL_14908717	2021-03-26	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908718	2021-03-23	2022-09-10	South America / Brazil / Sao Paulo / Porto Feliz
EPI_ISL_14908719	2021-03-15	2022-09-10	South America / Brazil / Sao Paulo / Porto Feliz
EPI_ISL_14908720	2021-04-07	2022-09-10	South America / Brazil / Sao Paulo / Itai
EPI_ISL_14908721	2021-04-16	2022-09-10	South America / Brazil / Sao Paulo / Cordeiropolis
EPI_ISL_14908722	2021-04-13	2022-09-10	South America / Brazil / Sao Paulo / Ilhabela
EPI_ISL_14908723	2021-04-19	2022-09-10	South America / Brazil / Sao Paulo / Sao Caetano Do Sul
EPI_ISL_14908724	2021-04-19	2022-09-10	South America / Brazil / Sao Paulo / Araras
EPI_ISL_14908725	2021-04-27	2022-09-10	South America / Brazil / Sao Paulo / Mairipora
EPI_ISL_14908726	2021-04-23	2022-09-10	South America / Brazil / Sao Paulo / Cordeiropolis
EPI_ISL_14908727	2021-05-05	2022-09-10	South America / Brazil / Sao Paulo / Valparaiso
EPI_ISL_14908728	2021-05-08	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908729	2021-04-27	2022-09-10	South America / Brazil / Sao Paulo / Itanhaem
EPI_ISL_14908730	2021-05-10	2022-09-10	South America / Brazil / Sao Paulo / Ipaussu
EPI_ISL_14908731	2021-04-18	2022-09-10	South America / Brazil / Sao Paulo / Buritama
EPI_ISL_14908732	2021-05-12	2022-09-10	South America / Brazil / Sao Paulo / Chavantes
EPI_ISL_14908733	2021-05-09	2022-09-10	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_14908734	2020-01-26	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908735	2020-01-20	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908736	2020-02-25	2022-09-10	South America / Brazil / Sao Paulo / Presidente Prudente
EPI_ISL_14908737	2020-03-04	2022-09-10	South America / Brazil / Sao Paulo / Limeira
EPI_ISL_14908738	2020-03-02	2022-09-10	South America / Brazil / Sao Paulo / Cubatao
EPI_ISL_14908739	2020-04-04	2022-09-10	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_14908740	2021-03-15	2022-09-10	South America / Brazil / Sao Paulo / Miracatu
EPI_ISL_14908741	2021-03-22	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_14908742	2021-03-29	2022-09-10	South America / Brazil / Sao Paulo / Osasco
EPI_ISL_14908743	2021-04-09	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_14908744	2021-04-12	2022-09-10	South America / Brazil / Sao Paulo / Praia Grande
EPI_ISL_14908745	2021-04-26	2022-09-10	South America / Brazil / Sao Paulo / Fernandopolis
EPI_ISL_14908746	2021-05-17	2022-09-10	South America / Brazil / Sao Paulo / Diadema
EPI_ISL_14908747	2021-04-16	2022-09-10	South America / Brazil / Sao Paulo / Santo andre
EPI_ISL_14908748	2021-06-05	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908749	2021-06-18	2022-09-10	South America / Brazil / Sao Paulo / Buri
EPI_ISL_14908750	2021-04-27	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908751	2021-04-27	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908752	2021-03-22	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908753	2021-03-16	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908754	2021-04-06	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908755	2021-04-04	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908756	2021-03-25	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908757	2021-04-20	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908758	2021-04-07	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908759	2021-04-13	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908760	2021-04-07	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908761	2021-04-20	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908762	2021-04-05	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908763	2021-04-20	2022-09-10	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_14908765	2022-01-13	2022-09-10	South America / Brazil / Sao Paulo / Buritama
EPI_ISL_14908766	2022-01-28	2022-09-10	South America / Brazil / Sao Paulo / Aracatuba
EPI_ISL_14908767	2022-01-31	2022-09-10	South America / Brazil / Sao Paulo / Alto Alegre
EPI_ISL_14908768	2022-02-09	2022-09-10	South America / Brazil / Sao Paulo / Galia
EPI_ISL_14908769	2022-02-09	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908770	2022-02-16	2022-09-10	South America / Brazil / Sao Paulo / Birigui
EPI_ISL_14908771	2022-02-21	2022-09-10	South America / Brazil / Sao Paulo / Porto Feliz
EPI_ISL_14908772	2022-02-21	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908773	2022-03-02	2022-09-10	South America / Brazil / Sao Paulo / Rio Claro
EPI_ISL_14908774	2022-02-22	2022-09-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_14908775	2022-02-24	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908776	2022-02-24	2022-09-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_14908777	2022-02-21	2022-09-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_14908778	2022-03-07	2022-09-10	South America / Brazil / Sao Paulo / Garca
EPI_ISL_14908779	2022-03-07	2022-09-10	South America / Brazil / Sao Paulo / Itapetininga
EPI_ISL_14908780	2022-03-08	2022-09-10	South America / Brazil / Sao Paulo / Marilia
EPI_ISL_14908781	2022-03-14	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908782	2022-03-11	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908783	2022-02-23	2022-09-10	South America / Brazil / Sao Paulo / Tiete
EPI_ISL_14908784	2022-03-11	2022-09-10	South America / Brazil / Sao Paulo / Aracatuba
EPI_ISL_14908785	2022-03-04	2022-09-10	South America / Brazil / Sao Paulo / Ilha Solteira
EPI_ISL_14908786	2022-02-17	2022-09-10	South America / Brazil / Sao Paulo / Andradina
EPI_ISL_14908787	2022-02-25	2022-09-10	South America / Brazil / Sao Paulo / Aracatuba
EPI_ISL_14908788	2022-03-16	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908789	2022-03-11	2022-09-10	South America / Brazil / Sao Paulo / Paulinia
EPI_ISL_14908790	2022-02-14	2022-09-10	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_14908791	2022-02-18	2022-09-10	South America / Brazil / Sao Paulo / Votuporanga
EPI_ISL_14908792	2022-02-15	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_14908793	2022-02-25	2022-09-10	South America / Brazil / Sao Paulo / Araras
EPI_ISL_14908794	2022-02-25	2022-09-10	South America / Brazil / Sao Paulo / Limeira
EPI_ISL_14908795	2022-03-11	2022-09-10	South America / Brazil / Sao Paulo / Zacarias
EPI_ISL_14908796	2022-03-08	2022-09-10	South America / Brazil / Sao Paulo / Urania
EPI_ISL_14908797	2022-03-07	2022-09-10	South America / Brazil / Sao Paulo / Americana
EPI_ISL_14908798	2022-03-15	2022-09-10	South America / Brazil / Sao Paulo / Coroados
EPI_ISL_14908799	2022-03-26	2022-09-10	South America / Brazil / Sao Paulo / Aracatuba
EPI_ISL_14908800	2022-03-22	2022-09-10	South America / Brazil / Sao Paulo / Garca
EPI_ISL_14908801	2022-04-03	2022-09-10	South America / Brazil / Sao Paulo / Paulinia
EPI_ISL_14908802	2022-04-05	2022-09-10	South America / Brazil / Sao Paulo / Mogi Mirim
EPI_ISL_14908803	2022-03-28	2022-09-10	South America / Brazil / Sao Paulo / Ourinhos
EPI_ISL_14908804	2022-04-06	2022-09-10	South America / Brazil / Sao Paulo / Monte Alto
EPI_ISL_14908805	2022-04-08	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908806	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Murutinga do Sul
EPI_ISL_14908807	2022-03-11	2022-09-10	South America / Brazil / Sao Paulo / Ourinhos
EPI_ISL_14908808	2022-03-16	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908809	2022-03-14	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908810	2022-03-17	2022-09-10	South America / Brazil / Sao Paulo / Tremembe
EPI_ISL_14908811	2022-03-25	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908812	2022-03-18	2022-09-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_14908813	2022-03-19	2022-09-10	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_14908814	2022-03-27	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908815	2022-03-25	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908816	2022-03-30	2022-09-10	South America / Brazil / Sao Paulo / Duartina
EPI_ISL_14908817	2022-03-26	2022-09-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_14908818	2022-04-03	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908819	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908820	2022-03-30	2022-09-10	South America / Brazil / Sao Paulo / Gabriel Monteiro
EPI_ISL_14908821	2022-04-01	2022-09-10	South America / Brazil / Sao Paulo / Duartina
EPI_ISL_14908822	2022-04-10	2022-09-10	South America / Brazil / Sao Paulo / Nova Odessa
EPI_ISL_14908823	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908824	2022-04-07	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908825	2022-04-05	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908826	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908827	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908828	2022-04-01	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908829	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908830	2022-04-02	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908831	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Nova Odessa
EPI_ISL_14908832	2022-04-09	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908833	2022-04-19	2022-09-10	South America / Brazil / Sao Paulo / Rosana
EPI_ISL_14908834	2022-04-19	2022-09-10	South America / Brazil / Sao Paulo / Rosana
EPI_ISL_14908835	2022-04-01	2022-09-10	South America / Brazil / Sao Paulo / Ilhabela
EPI_ISL_14908836	2022-04-06	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908837	2022-04-02	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908838	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908839	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908840	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Taruma
EPI_ISL_14908841	2022-04-24	2022-09-10	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_14908842	2022-04-18	2022-09-10	South America / Brazil / Sao Paulo / Ferraz de Vasconcelos
EPI_ISL_14908843	2022-04-14	2022-09-10	South America / Brazil / Sao Paulo / Francisco Morato
EPI_ISL_14908844	2022-03-17	2022-09-10	South America / Brazil / Sao Paulo / Zacarias
EPI_ISL_14908845	2022-03-25	2022-09-10	South America / Brazil / Sao Paulo / Catanduva
EPI_ISL_14908846	2022-03-29	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908847	2022-03-28	2022-09-10	South America / Brazil / Sao Paulo / Santa Barbara D''oeste
EPI_ISL_14908848	2022-04-01	2022-09-10	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_14908849	2022-03-27	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908850	2022-03-26	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_14908851	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Itapeva
EPI_ISL_14908852	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Nova Granada
EPI_ISL_14908853	2022-04-05	2022-09-10	South America / Brazil / Sao Paulo / Imbituba
EPI_ISL_14908854	2022-03-29	2022-09-10	South America / Brazil / Sao Paulo / Balsamo
EPI_ISL_14908855	2022-03-26	2022-09-10	South America / Brazil / Sao Paulo / Itanhaem
EPI_ISL_14908856	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Itapeva
EPI_ISL_14908857	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908858	2022-03-30	2022-09-10	South America / Brazil / Sao Paulo / Garca
EPI_ISL_14908859	2022-03-31	2022-09-10	South America / Brazil / Sao Paulo / Americana
EPI_ISL_14908860	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Americana
EPI_ISL_14908861	2022-04-09	2022-09-10	South America / Brazil / Sao Paulo / Ubarana
EPI_ISL_14908862	2022-04-13	2022-09-10	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_14908863	2022-04-09	2022-09-10	South America / Brazil / Sao Paulo / Americana
EPI_ISL_14908864	2022-04-13	2022-09-10	South America / Brazil / Sao Paulo / Osasco
EPI_ISL_14908865	2022-04-08	2022-09-10	South America / Brazil / Sao Paulo / Itaquaquecetuba
EPI_ISL_14908866	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Carapicuiba
EPI_ISL_14908867	2022-04-11	2022-09-10	South America / Brazil / Sao Paulo / Garca
EPI_ISL_14908868	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Itajobi
EPI_ISL_14908869	2022-04-18	2022-09-10	South America / Brazil / Sao Paulo / Santa Barbara D''oeste
EPI_ISL_14908870	2022-04-21	2022-09-10	South America / Brazil / Sao Paulo / Mairipora
EPI_ISL_14908871	2022-04-13	2022-09-10	South America / Brazil / Sao Paulo / Mairipora
EPI_ISL_14908872	2022-04-19	2022-09-10	South America / Brazil / Sao Paulo / Itaquaquecetuba
EPI_ISL_14908873	2022-04-18	2022-09-10	South America / Brazil / Sao Paulo / Bady Bassitt
EPI_ISL_14908874	2022-04-19	2022-09-10	South America / Brazil / Sao Paulo / Santa Barbara D''oeste
EPI_ISL_14908875	2022-03-17	2022-09-10	South America / Brazil / Sao Paulo / Araraquara
EPI_ISL_14908876	2022-03-17	2022-09-10	South America / Brazil / Sao Paulo / Olimpia
EPI_ISL_14908877	2022-03-10	2022-09-10	South America / Brazil / Sao Paulo / Descalvado
EPI_ISL_14908878	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Matao
EPI_ISL_14908879	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Murutinga do Sul
EPI_ISL_14908880	2022-03-15	2022-09-10	South America / Brazil / Sao Paulo / Louveira
EPI_ISL_14908881	2022-03-19	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908882	2022-03-19	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908883	2022-03-16	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908884	2022-03-27	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908885	2022-03-25	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908886	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908887	2022-03-31	2022-09-10	South America / Brazil / Sao Paulo / Corumbatai
EPI_ISL_14908888	2022-03-03	2022-09-10	South America / Brazil / Sao Paulo / Conchal
EPI_ISL_14908889	2022-03-17	2022-09-10	South America / Brazil / Sao Paulo / Capivari
EPI_ISL_14908890	2022-03-20	2022-09-10	South America / Brazil / Sao Paulo / Ilhabela
EPI_ISL_14908891	2022-04-04	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908892	2022-03-30	2022-09-10	South America / Brazil / Sao Paulo / Espirito Santo do Turvo
EPI_ISL_14908893	2022-04-05	2022-09-10	South America / Brazil / Sao Paulo / Rosana
EPI_ISL_14908894	2022-04-01	2022-09-10	South America / Brazil / Sao Paulo / Duartina
EPI_ISL_14908895	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908896	2022-04-12	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908897	2022-04-06	2022-09-10	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_14908898	2022-04-03	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908899	2022-04-03	2022-09-10	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_14908900	2022-04-16	2022-09-10	South America / Brazil / Sao Paulo / Buri
EPI_ISL_14908901	2022-04-13	2022-09-10	South America / Brazil / Sao Paulo / Itu
EPI_ISL_14908902	2022-04-13	2022-09-10	South America / Brazil / Sao Paulo / Quintana
EPI_ISL_14908903	2022-04-18	2022-09-10	South America / Brazil / Sao Paulo / Ferraz de Vasconcelos
EPI_ISL_17440107	2009	2012-01-31	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_17440120	1999	2010-04-01	South America / Brazil / Sao Paulo
EPI_ISL_17449771	2009	2009-06-26	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_17449773	2010	2011-11-04	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_17449774	2010	2011-11-04	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_17451384	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451385	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451386	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451387	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451388	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451389	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451390	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451391	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451392	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451393	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451394	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451395	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451396	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_17451397	2006	2008-05-12	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
